Data,otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2018-06-29,83.7,84.06,84.2,83,51.01,1.89
2018-06-28,82,82.5,84.3,81.2,58.19,0.24
2018-06-27,83.3,82.3,83.7,81.32,40.05,-1.6
2018-06-26,82.3,83.64,84.78,82.28,43.23,1.38
2018-06-25,82.2,82.5,83.76,82.02,25.63,-0.36
2018-06-22,83.3,82.8,84.16,82.16,82.38,-0.24
2018-06-21,82.64,83,84.34,81.52,80.65,0.85
2018-06-20,81.62,82.3,83.36,81.62,45.1,1.91
2018-06-19,81,80.76,82.32,80.2,75.86,-1.51
2018-06-18,84.4,82,85.7,81.6,37.86,-2.59
2018-06-15,85.42,84.18,85.6,83.72,151.82,-1.34
2018-06-14,85.3,85.32,85.84,84.4,53.36,-0.56
2018-06-13,87,85.8,87,84.9,55.37,-1.38
2018-06-12,85.32,87,87.1,84.3,44.28,2.18
2018-06-11,87.48,85.14,87.9,85.14,45.01,-2.54
2018-06-08,87,87.36,87.86,86,69.01,-0.16
2018-06-07,90,87.5,90.44,86.9,67.8,-1.13
2018-06-06,86.78,88.5,90.5,86.34,160.98,2.01
2018-06-05,84.5,86.76,86.76,84.04,80.71,5.83
2018-06-01,81.5,81.98,82.34,80.36,41.28,0.59
2018-05-30,81.76,81.5,82.98,80.76,195.83,-0.59
2018-05-29,85.02,81.98,85.1,81.9,79.93,-4.41
2018-05-28,85.2,85.76,85.76,84.18,19.04,1.88
2018-05-25,85.26,84.18,85.92,83.26,51.07,-0.54
2018-05-24,83.1,84.64,85.44,83.1,48.07,2.37
2018-05-23,83,82.68,83.86,81.78,43.46,-0.67
2018-05-22,86,83.24,86,83.24,65.24,-3.43
2018-05-21,84.2,86.2,86.2,83.6,52.58,2.62
2018-05-18,86.54,84,86.7,83.4,34.04,-2.8
2018-05-17,83.92,86.42,87.86,83.62,62.14,2.51
2018-05-16,85.56,84.3,86.46,83.96,49.28,-1.1
2018-05-15,87.12,85.24,87.5,85.16,50.07,-2.47
2018-05-14,86.5,87.4,87.74,85.14,24.62,1.04
2018-05-11,85.24,86.5,86.8,84.56,45.45,1.88
2018-05-10,86.5,84.9,86.52,82.04,92.38,-1.85
2018-05-09,82.3,86.5,86.7,81.74,75.45,5.1
2018-05-08,81.5,82.3,82.7,81.5,93.96,0.98
2018-05-07,85.22,81.5,85.24,81.5,33.57,-2.72
2018-05-04,86.2,83.78,86.8,83.2,89.85,-4.01
2018-05-02,89.92,87.28,89.92,87.28,62.08,-2.7
2018-04-30,90.2,89.7,91.54,89.02,26.91,-0.18
2018-04-27,90,89.86,90.6,89.2,31.46,-0.11
2018-04-26,86.4,89.96,89.96,85.56,34.72,3.76
2018-04-25,87.22,86.7,87.64,85.7,49.45,-0.6
2018-04-24,88.86,87.22,89.44,87.22,76.48,-1.93
2018-04-23,88.22,88.94,89.5,87.88,30.22,1.18
2018-04-20,89.24,87.9,90.9,87.9,57.96,-1.28
2018-04-19,88.1,89.04,89.56,88.1,52.08,0.66
2018-04-18,88,88.46,88.46,87.1,72.44,0.57
2018-04-17,91.32,87.96,91.66,87.5,84.07,-3.83
2018-04-16,91.78,91.46,92,90.48,26.05,0.51
2018-04-13,91.4,91,92.2,91,37.68,-0.33
2018-04-12,89.38,91.3,91.3,89.22,49.33,2.1
2018-04-11,88.8,89.42,90,87.7,93.8,0.43
2018-04-10,93.3,89.04,93.3,88.46,98.88,-1.46
2018-04-09,92.78,90.36,93.98,89.52,85.06,-2.61
2018-04-06,89.52,92.78,93.26,89.06,70.67,3.64
2018-04-05,87,89.52,90.6,87,71.99,4.29
2018-04-04,87.4,85.84,87.9,85.84,68.18,-1.85
2018-04-03,84.26,87.46,88.78,84.1,100.79,3.97
2018-03-29,84.56,84.12,84.88,83.32,66.93,0.62
2018-03-28,85.78,83.6,85.96,82.96,74.51,-3.04
2018-03-27,87,86.22,88.6,86.22,37.55,-0.9
2018-03-26,86.34,87,87.4,85.7,40.18,1.16
2018-03-23,87,86,87.32,85.34,109.59,-2.67
2018-03-22,90.02,88.36,90.36,88.16,53.29,-2.56
2018-03-21,86.14,90.68,91.18,86.14,141.44,5.15
2018-03-20,87.44,86.24,88.08,85.6,79.82,-1.66
2018-03-19,88.44,87.7,89.9,87.7,30.13,-0.84
2018-03-16,91.02,88.44,91.54,88.26,255.47,-3.03
2018-03-15,92.1,91.2,92.54,90.9,80.71,-0.63
2018-03-14,94.04,91.78,94.44,91.78,88.67,-3.1
2018-03-13,96,94.72,96.52,94.2,70.92,-1.09
2018-03-12,95,95.76,96.4,94.04,47.4,1.87
2018-03-09,92.1,94,94,90.3,70.27,2.17
2018-03-08,94,92,94,91.6,63.47,-2
2018-03-07,92.72,93.88,93.88,91.56,94.06,-0.13
2018-03-06,93.4,94,94.5,92.22,64.4,1.49
2018-03-05,92.52,92.62,95.2,91.62,112.88,-2.71
2018-03-02,95.4,95.2,96.74,94.12,51.3,-0.69
2018-03-01,96.46,95.86,97.94,95.5,123.84,-0.68
2018-02-28,98.76,96.52,99,96.26,132.28,-2.31
2018-02-27,94.28,98.8,102.35,92.22,286.3,5.22
2018-02-26,94.2,93.9,95.66,93.56,48.99,0.97
2018-02-23,93.58,93,95.06,92.74,84.18,-0.24
2018-02-22,94.54,93.22,94.54,91.5,99.55,-2.39
2018-02-21,95.68,95.5,95.68,93.32,61.57,0
2018-02-20,94,95.5,95.7,93.22,28.88,1.62
2018-02-19,94.1,93.98,95.4,93.34,27.36,-0.23
2018-02-16,95.46,94.2,95.46,93.72,56.14,-0.08
2018-02-15,97.16,94.28,97.88,94.28,78.01,-2.96
2018-02-14,96.9,97.16,97.72,96.18,84.45,0.85
2018-02-13,95.4,96.34,96.5,95.4,73.97,1.37
2018-02-12,94.98,95.04,96.34,94.52,57.56,1.65
2018-02-09,94.54,93.5,96.88,93.28,137.26,-1.6
2018-02-08,100.45,95.02,100.45,94.82,152.4,-5.64
2018-02-07,101.4,100.7,101.7,98.68,137.06,1.72
2018-02-06,99.4,99,102.8,96.18,234.64,-5.53
2018-02-05,103,104.8,104.8,100.35,117.97,1.6
2018-02-02,105.65,103.15,106.85,103.15,173.85,-4.4
2018-02-01,109.25,107.9,109.4,105.45,63.02,-0.55
2018-01-31,107.5,108.5,109.45,106.25,60.33,0.6
2018-01-30,108.5,107.85,109.45,106.75,94.21,-1.37
2018-01-29,109,109.35,109.5,108.2,60.89,-0.09
2018-01-26,106.6,109.45,109.55,105.75,103.65,3.79
2018-01-25,110,105.45,110,105.25,162.3,-5.26
2018-01-24,113.1,111.3,113.1,110.75,58.4,-1.5
2018-01-23,112.7,113,114.2,110.65,106.66,0.89
2018-01-22,107.4,112,112.45,107.35,94.22,2.94
2018-01-19,109.4,108.8,109.7,107.45,87.07,0.05
2018-01-18,110.2,108.75,110.5,108.55,68.64,-1.09
2018-01-17,109.35,109.95,110.9,108.35,88.54,0.5
2018-01-16,106.7,109.4,109.65,106,101.28,2.53
2018-01-15,106.5,106.7,107.65,106.05,33.8,-0.74
2018-01-12,107.5,107.5,108.7,106.35,76.76,0.42
2018-01-11,107,107.05,107.8,105.35,83.71,0.94
2018-01-10,107.25,106.05,107.5,105.2,56.81,-0.89
2018-01-09,110.9,107,111.2,106.65,89.46,-3.08
2018-01-08,107.4,110.4,110.6,106.7,58.37,3.52
2018-01-05,106.5,106.65,106.65,105.3,107,-0.33
2018-01-04,106.9,107,108.55,105.9,101.21,1.42
2018-01-03,106.8,105.5,108.6,104.25,96.39,-0.47
2017-12-29,109.6,106,110.3,106,55.33,-3.11
2017-12-28,112.5,109.4,113,109.4,45.96,-3.19
2017-12-27,111.5,113,113.65,111.1,32.04,1.66
2017-12-22,110.85,111.15,111.9,110.5,21.82,0.27
2017-12-21,108.25,110.85,111,108.2,48.95,2.92
2017-12-20,109.5,107.7,110,106.85,37.52,-1.24
2017-12-19,108.5,109.05,110.35,108.15,51.32,0.6
2017-12-18,106.65,108.4,108.5,105.95,55.41,2.07
2017-12-15,105.05,106.2,107.7,104.15,155.95,-0.05
2017-12-14,104.95,106.25,106.8,104.5,60.21,1
2017-12-13,105,105.2,107.25,103.75,66.68,0.24
2017-12-12,101.5,104.95,105,100.25,134.57,2.49
2017-12-11,111.35,102.4,111.65,102.4,106.53,-7.79
2017-12-08,112.65,111.05,113.35,110.4,39.61,-0.58
2017-12-07,113.65,111.7,114.15,110,102.1,-1.97
2017-12-06,110.9,113.95,113.95,108.6,121.67,2.75
2017-12-05,108,110.9,111.75,107,60,2.78
2017-12-04,107.35,107.9,111.3,104.95,84.9,1.12
2017-12-01,112,106.7,112.6,106.7,126.53,-3.7
2017-11-30,116.4,110.8,116.4,110.5,167.9,-4.48
2017-11-29,122,116,123,115.25,66.31,-4.61
2017-11-28,122.75,121.6,123.3,118.55,61.62,-0.73
2017-11-27,119.5,122.5,123.85,119,68.77,2.81
2017-11-24,122.05,119.15,123.35,118.85,40.25,-2.73
2017-11-23,119,122.5,122.75,119,37.95,2.04
2017-11-22,120.95,120.05,121.4,118.3,66.27,-0.46
2017-11-21,121.85,120.6,122.35,120.35,51.2,-0.66
2017-11-20,119.95,121.4,121.95,118.65,65.89,0.71
2017-11-17,115.9,120.55,120.55,115.75,56.4,3.97
2017-11-16,122.7,115.95,123.35,115.85,144.12,-4.96
2017-11-15,126,122,126.2,120.7,63.52,-4.01
2017-11-14,124.8,127.1,127.1,124.7,70.31,2.75
2017-11-13,124,123.7,124.9,122.1,66.75,-0.08
2017-11-10,122.95,123.8,125.4,122.55,67.8,0.98
2017-11-09,123.5,122.6,126.3,122.6,89,-0.53
2017-11-08,124.75,123.25,125,121.9,78.92,-0.64
2017-11-07,126,124.05,127.9,123.7,134.06,-1.55
2017-11-06,129.3,126,129.9,125.3,78.22,-2.1
2017-11-03,129.2,128.7,129.85,127.3,60.26,-0.31
2017-11-02,128.5,129.1,131.3,128.5,104.94,0.31
2017-10-31,130.7,128.7,130.95,128.15,85.26,-1.91
2017-10-30,129.8,131.2,132.25,129.7,56.84,1.2
2017-10-27,127.5,129.65,130.6,127.3,72.67,2.17
2017-10-26,125.4,126.9,127.05,125.35,65.77,1.44
2017-10-25,123.45,125.1,125.9,123.3,87.11,1.46
2017-10-24,123.7,123.3,123.85,121.75,93.35,-0.32
2017-10-23,122.2,123.7,124.7,122.05,90.85,1.64
2017-10-20,122.4,121.7,123.05,119.5,94.47,0.75
2017-10-19,124.9,120.8,125.35,120.8,170.11,-7.08
2017-10-18,131,130,132.2,129.9,136.95,-0.38
2017-10-17,131.3,130.5,131.8,129.95,103.2,-0.38
2017-10-16,132.1,131,132.4,128.85,77.07,-0.76
2017-10-13,130.7,132,132,130.4,54.51,0.92
2017-10-12,134.45,130.8,134.45,130.15,81.8,-2.39
2017-10-11,133.2,134,134.3,132.2,137.57,0.83
2017-10-10,132,132.9,132.9,130.8,89.71,1.45
2017-10-09,132,131,132.3,129.5,84.23,-0.38
2017-10-06,126.8,131.5,131.75,126.75,133.06,3.54
2017-10-05,124.7,127,127.6,123.85,47.43,1.84
2017-10-04,126,124.7,127.4,124.15,42.38,-0.87
2017-10-03,125.6,125.8,128.35,125.4,71.49,0.36
2017-10-02,122.1,125.35,125.8,122.1,61.68,3
2017-09-29,121.5,121.7,123.1,120.3,59.58,0.16
2017-09-28,122.7,121.5,123.3,120.55,74.79,-0.94
2017-09-27,122.75,122.65,123.2,121.2,57.92,0.45
2017-09-26,120.15,122.1,124.05,119.85,107.48,1.62
2017-09-25,120.3,120.15,122.2,119,40.44,-0.12
2017-09-22,119.5,120.3,121.1,117.55,132.08,-0.04
2017-09-21,126.25,120.35,126.7,120.25,105.77,-4.64
2017-09-20,125.55,126.2,126.8,125.3,50.39,0.8
2017-09-19,125.25,125.2,126.9,125.15,63.75,-1.46
2017-09-18,126.75,127.05,127.45,126.05,51.09,0.51
2017-09-15,126,126.4,127.65,125.2,202.43,0.32
2017-09-14,125.3,126,126.45,125,54.88,1.08
2017-09-13,126.5,124.65,128.9,124.5,108.78,-1.27
2017-09-12,126,126.25,126.3,124.95,106.92,0.2
2017-09-11,120,126,126.45,119.6,124.48,5.44
2017-09-08,118.65,119.5,119.75,118.1,59.78,0.59
2017-09-07,118.5,118.8,119.95,117.3,79.66,0.17
2017-09-06,117,118.6,118.6,117,111.23,1.37
2017-09-05,117.2,117,119.75,117,45.14,-0.17
2017-09-04,117.85,117.2,117.85,116.5,40.63,-1.35
2017-09-01,117.45,118.8,119.45,117.25,60.48,0.76
2017-08-31,118.5,117.9,119.6,117.35,66.15,-0.67
2017-08-30,118.35,118.7,120,117.75,76.48,0.68
2017-08-29,119.25,117.9,120.85,115.55,130.58,-1.63
2017-08-28,115.05,119.85,120.85,115.05,112.27,3.99
2017-08-25,115,115.25,116.9,114.95,97.35,1.05
2017-08-24,109.15,114.05,114.5,109.15,252.25,4.83
2017-08-23,107.75,108.8,109.1,107.35,61.44,1.02
2017-08-22,107.6,107.7,108.5,107,55.07,-0.28
2017-08-21,108,108,109.2,107.3,66.34,-0.32
2017-08-18,105.35,108.35,108.55,105.35,44.79,2.6
2017-08-17,107.6,105.6,108.55,105.6,54.1,-2
2017-08-16,106.7,107.75,109.45,106.55,70.56,1.03
2017-08-14,106.7,106.65,107.4,105.35,31.37,0.38
2017-08-11,106.45,106.25,107,106,50.48,-0.7
2017-08-10,107.35,107,107.8,106.5,57.42,-0.74
2017-08-09,108,107.8,108.1,106.45,54.05,-0.19
2017-08-08,105.55,108,108,105.35,63.95,2.37
2017-08-07,106.2,105.5,107,105.15,41.76,-0.61
2017-08-04,106.95,106.15,107.7,105.85,32.26,-0.42
2017-08-03,107.05,106.6,107.45,105.8,59.13,0.05
2017-08-02,107.9,106.55,108.15,106.15,36.21,-0.84
2017-08-01,106.85,107.45,107.45,105.8,58.4,1.03
2017-07-31,106.5,106.35,108.9,106,99.85,-0.19
2017-07-28,105.1,106.55,106.7,105.1,38.16,1.04
2017-07-27,108.8,105.45,108.85,105.15,48.31,-2.54
2017-07-26,106,108.2,109.25,105.1,62.46,2.03
2017-07-25,106.15,106.05,106.75,104.6,122.19,0.14
2017-07-24,107.2,105.9,107.2,104.5,117.08,-0.42
2017-07-21,109.5,106.35,110.2,106.2,113.54,-3.23
2017-07-20,110.7,109.9,111.9,109.35,99.69,-0.99
2017-07-19,112.3,111,112.75,110.2,89.46,-0.85
2017-07-18,113,111.95,113.8,111.05,64.8,-0.4
2017-07-17,113.5,112.4,114.15,111.3,66.33,-0.53
2017-07-14,111.5,113,113.2,110.1,56.3,1.03
2017-07-13,111.1,111.85,111.85,109.7,68.33,1.77
2017-07-12,107.08,109.9,110.92,107.08,72.79,2.4
2017-07-11,109.02,107.32,109.95,107.32,56.19,-1.12
2017-07-10,108.63,108.54,109.8,107.66,52.24,0.77
2017-07-07,108.05,107.71,109.22,107.27,54.28,-0.32
2017-07-06,110.58,108.05,110.58,106.69,77.12,-1.99
2017-07-05,108.05,110.24,110.24,107.81,59.53,2.63
2017-07-04,108.05,107.42,108.49,106.64,53.67,-0.9
2017-07-03,109.61,108.39,109.61,107.27,37.25,-0.49
2017-06-30,111.36,108.93,111.9,108.93,85.25,-2.7
2017-06-29,109.75,111.94,111.94,109.46,93.66,2.86
2017-06-28,110.48,108.83,110.78,108.68,50.88,-1.5
2017-06-27,112.92,110.48,113.84,109.41,119.38,-2.99
2017-06-26,115.89,113.89,116.67,113.89,60.95,-0.64
2017-06-23,114.28,114.62,116.13,114.09,162.2,-0.13
2017-06-22,115.84,114.77,116.76,113.45,120.27,-2.28
2017-06-21,113.84,117.44,117.49,112.19,126.83,1.9
2017-06-20,114.67,115.25,115.59,114.04,141.32,1.67
2017-06-19,111.94,113.36,114.62,111.07,71.35,1.93
2017-06-16,109.07,111.21,111.51,108.05,220.4,0.71
2017-06-14,107.86,110.44,110.48,107.76,114.85,2.35
2017-06-13,108.1,107.9,108.83,106.01,83.19,-0.14
2017-06-12,108.63,108.05,109.66,107.27,98.59,-0.22
2017-06-09,108.59,108.29,110.24,107.81,69.95,-0.27
2017-06-08,107.56,108.59,109.8,105.81,136.17,1.83
2017-06-07,106.01,106.64,108.68,105.71,155.65,1.44
2017-06-06,101.77,105.13,106.1,101.14,90.73,3.3
2017-06-05,102.94,101.77,103.09,100.46,44.77,-1.13
2017-06-02,102.7,102.94,104.16,101.87,67.67,1.1
2017-06-01,103.18,101.82,104.01,101.33,80.06,-1.46
2017-05-31,105.13,103.33,106.4,103.33,376.84,-1.62
2017-05-30,103.09,105.03,105.47,101.58,79.61,1.89
2017-05-29,102.7,103.09,103.91,102.5,35.17,0.76
2017-05-26,105.62,102.31,105.62,102.31,97.32,-3.13
2017-05-25,103.52,105.62,106.35,103.43,109.83,2.46
2017-05-24,103.18,103.09,104.06,101.77,128.94,-0.14
2017-05-23,107.37,103.23,107.42,103.23,120.68,-4.37
2017-05-22,108.05,107.95,109.17,105.28,102.24,0.77
2017-05-19,107.08,107.13,108.05,103.82,121.13,0.32
2017-05-18,103.18,106.79,106.79,102.5,145,3.05
2017-05-17,106.4,103.62,107.47,103.57,134.58,-4.01
2017-05-16,112.43,107.95,112.43,105.81,202.24,-4.23
2017-05-15,112.63,112.72,112.72,110.68,60.8,1.58
2017-05-12,111.6,110.97,112.09,110.09,65.59,0.44
2017-05-11,114.72,110.48,115.79,109.95,154.83,-3.77
2017-05-10,114.67,114.82,115.35,113.89,104.32,-0.38
2017-05-09,117.78,115.25,117.83,114.38,108.36,-1.5
2017-05-08,116.08,117.01,117.83,114.48,74.86,1.43
2017-05-05,112.92,115.35,115.64,112.53,92.75,0.64
2017-05-04,113.55,114.62,117.2,113.45,125.13,0.94
2017-05-02,112.38,113.55,115.4,112.38,125.32,0.56
2017-04-28,113.89,112.92,114.28,112.38,88.3,0.09
2017-04-27,117.49,112.82,117.69,112.72,149.69,-4.65
2017-04-26,116.81,118.32,119.59,115.45,188.81,1.29
2017-04-25,115.16,116.81,116.81,114.48,135.39,1.69
2017-04-24,110.19,114.86,115.06,110.19,117.45,4.33
2017-04-21,109.12,110.09,110.58,109.12,104.51,0.98
2017-04-20,108.05,109.02,109.85,108.05,86.6,0.45
2017-04-19,109.02,108.54,109.36,108.39,106.54,0
2017-04-18,107.56,108.54,109.36,107.52,143.55,1.27
2017-04-13,105.13,107.17,107.71,104.55,118.96,2.37
2017-04-12,103.62,104.69,105.28,103.43,136.72,1.03
2017-04-11,101.72,103.62,104.06,101.72,88.63,2.36
2017-04-10,100.8,101.24,102.84,100.07,59.12,0.1
2017-04-07,101.53,101.14,102.16,100.02,70.25,-0.29
2017-04-06,101.29,101.43,101.77,100.26,83.45,-0.86
2017-04-05,103.23,102.31,105.32,102.31,106.22,-2.14
2017-04-04,103.38,104.55,105.81,103.09,95.62,0.94
2017-04-03,99.83,103.57,103.67,99.78,75.53,6.4
2017-03-31,100.99,97.34,101.82,97.34,96.42,-4.08
2017-03-30,101.77,101.48,101.77,100.31,83.59,0.48
2017-03-29,101.53,100.99,102.26,100.21,66.8,0
2017-03-28,99.68,100.99,100.99,99,40.41,1.82
2017-03-27,101.33,99.19,101.43,97.98,82.84,-3.5
2017-03-24,102.7,102.79,102.79,100.9,68.34,-0.05
2017-03-23,98.9,102.84,102.84,98.8,89.76,3.94
2017-03-22,99.29,98.95,100.75,98.71,125.21,-3.19
2017-03-21,103.67,102.21,104.59,101.67,106.01,-1.91
2017-03-20,104.45,104.21,104.74,103.09,86.28,-1.02
2017-03-17,102.21,105.28,105.47,101.97,277.27,2.85
2017-03-16,101.04,102.36,103.09,100.94,81.63,1.59
2017-03-15,100.46,100.75,102.5,98.9,72.02,0.29
2017-03-14,98.32,100.46,101.04,97.44,80.72,2.33
2017-03-13,97.21,98.17,99.14,96.85,93.76,1.36
2017-03-10,96.03,96.86,97.2,95.05,109.22,0.86
2017-03-09,96.45,96.03,96.47,94.52,106.71,-0.45
2017-03-08,94.81,96.47,97.25,94.81,75.94,0.93
2017-03-07,94.96,95.58,95.97,94,145.6,0.57
2017-03-06,93.94,95.04,95.4,93.47,69.08,1.51
2017-03-03,92.7,93.62,95.4,92.24,109.64,0.82
2017-03-02,93.93,92.87,95.32,92.65,111.22,-0.52
2017-03-01,92.04,93.35,95.54,91.92,114.24,0
